STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total,grand_total_capita
Goa,2009,Educational Standard - Holding technical degree/diploma etc,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6.959910913140312e-07
Goa,2010,Educational Standard - Illiterate,20,5,25,70,10,80,0,0,0,0,0,0,90,15,105,7.251882036052213e-05
Goa,2010,Educational Standard - Below Class X,104,3,107,93,15,108,0,0,0,0,0,0,197,18,215,0.00014849091788106912
Goa,2010,Educational Standard - Class X and above but below graduate,35,0,35,56,2,58,0,0,0,0,0,0,91,2,93,6.423095517646246e-05
Goa,2010,Educational Standard - Graduate,10,0,10,27,0,27,0,0,0,0,0,0,37,0,37,2.555425098418399e-05
Goa,2010,Educational Standard - Post-Graduate,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,1.3813108640099455e-06
Goa,2010,Educational Standard - Holding technical degree/diploma etc,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,2.762621728019891e-06
Goa,2011,Educational Standard - Illiterate,26,5,31,107,9,116,0,0,0,0,0,0,133,14,147,0.00010075394105551748
Goa,2011,Educational Standard - Below Class X,79,1,80,133,16,149,0,0,0,0,0,0,212,17,229,0.00015695681973954762
Goa,2011,Educational Standard - Class X and above but below graduate,22,0,22,53,2,55,0,0,0,0,0,0,75,2,77,5.2775873886223444e-05
Goa,2011,Educational Standard - Graduate,10,0,10,17,1,18,0,0,0,0,0,0,27,1,28,1.9191226867717615e-05
Goa,2011,Educational Standard - Post-Graduate,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6.854009595613434e-07
Goa,2011,Educational Standard - Holding technical degree/diploma etc,1,0,1,6,0,6,0,0,0,0,0,0,7,0,7,4.797806716929404e-06
Gujarat,2001,Educational Standard - Illiterate,948,20,968,2285,92,2377,130,19,149,0,0,0,3363,131,3494,6.89546288804247e-05
Gujarat,2001,Educational Standard - Below Class X,1304,30,1334,2307,44,2351,190,11,201,0,0,0,3801,85,3886,7.669080933867498e-05
Gujarat,2001,Educational Standard - Class X and above but below graduate,531,6,537,577,2,579,85,0,85,0,0,0,1193,8,1201,2.3701920230506602e-05
Gujarat,2001,Educational Standard - Graduate,68,2,70,128,1,129,15,0,15,0,0,0,211,3,214,4.223323005269286e-06
Gujarat,2001,Educational Standard - Post-Graduate,4,0,4,62,0,62,0,0,0,0,0,0,66,0,66,1.3025201791952005e-06
Gujarat,2001,Educational Standard - Holding technical degree/diploma etc,3,0,3,59,0,59,0,0,0,0,0,0,62,0,62,1.2235795622742792e-06
Gujarat,2002,Educational Standard - Illiterate,946,34,980,2817,113,2930,198,20,218,0,0,0,3961,167,4128,7.992580530863791e-05
Gujarat,2002,Educational Standard - Below Class X,1500,45,1545,2187,60,2247,208,20,228,0,0,0,3895,125,4020,7.783472319300494e-05
Gujarat,2002,Educational Standard - Class X and above but below graduate,499,9,508,790,12,802,120,5,125,0,0,0,1409,26,1435,2.778428551790102e-05
Gujarat,2002,Educational Standard - Graduate,154,4,158,290,2,292,19,0,19,0,0,0,463,6,469,9.080717705850577e-06
Gujarat,2002,Educational Standard - Post-Graduate,58,0,58,76,0,76,2,0,2,0,0,0,136,0,136,2.633214515982257e-06
Gujarat,2002,Educational Standard - Holding technical degree/diploma etc,37,0,37,22,0,22,0,0,0,0,0,0,59,0,59,1.1423504150217144e-06
Gujarat,2003,Educational Standard - Illiterate,1096,53,1149,3031,119,3150,70,19,89,0,0,0,4197,191,4388,8.338273969687296e-05
Gujarat,2003,Educational Standard - Below Class X,1460,50,1510,2278,97,2375,114,20,134,0,0,0,3852,167,4019,7.637083656374941e-05
Gujarat,2003,Educational Standard - Class X and above but below graduate,358,10,368,565,15,580,71,12,83,0,0,0,994,37,1031,1.95915233882124e-05
Gujarat,2003,Educational Standard - Graduate,200,4,204,199,3,202,40,1,41,0,0,0,439,8,447,8.494094039312264e-06
Gujarat,2003,Educational Standard - Post-Graduate,120,0,120,79,0,79,21,0,21,0,0,0,220,0,220,4.1805384533527914e-06
Gujarat,2003,Educational Standard - Holding technical degree/diploma etc,77,0,77,35,0,35,9,0,9,0,0,0,121,0,121,2.2992961493440356e-06
Gujarat,2004,Educational Standard - Illiterate,1191,118,1309,3099,187,3286,139,30,169,0,0,0,4429,335,4764,8.887777813017124e-05
Gujarat,2004,Educational Standard - Below Class X,1780,23,1803,2700,95,2795,215,26,241,0,0,0,4695,144,4839,9.027698748360593e-05
Gujarat,2004,Educational Standard - Class X and above but below graduate,427,1,428,640,12,652,52,0,52,0,0,0,1119,13,1132,2.1118733174507525e-05
Gujarat,2004,Educational Standard - Graduate,270,0,270,305,3,308,25,0,25,0,0,0,600,3,603,1.1249643201614874e-05
Gujarat,2004,Educational Standard - Post-Graduate,44,0,44,84,0,84,0,0,0,0,0,0,128,0,128,2.3879839631951973e-06
Gujarat,2004,Educational Standard - Holding technical degree/diploma etc,27,0,27,77,0,77,0,0,0,0,0,0,104,0,104,1.9402369700960977e-06
Gujarat,2005,Educational Standard - Illiterate,1911,115,2026,2779,137,2916,107,12,119,0,0,0,4797,264,5061,9.2728651889202e-05
Gujarat,2005,Educational Standard - Below Class X,1697,28,1725,2383,86,2469,128,2,130,0,0,0,4208,116,4324,7.922519082570825e-05
Gujarat,2005,Educational Standard - Class X and above but below graduate,576,4,580,857,19,876,43,3,46,0,0,0,1476,26,1502,2.7519943714203004e-05
Gujarat,2005,Educational Standard - Graduate,95,0,95,170,4,174,24,0,24,0,0,0,289,4,293,5.36840446621936e-06
Gujarat,2005,Educational Standard - Post-Graduate,0,0,0,12,0,12,0,0,0,0,0,0,12,0,12,2.1986639452092944e-07
Gujarat,2005,Educational Standard - Holding technical degree/diploma etc,19,0,19,4,0,4,1,0,1,0,0,0,24,0,24,4.3973278904185887e-07
Gujarat,2006,Educational Standard - Illiterate,2509,119,2628,2817,151,2968,81,31,112,0,0,0,5407,301,5708,0.00010274410274410274
Gujarat,2006,Educational Standard - Below Class X,1493,36,1529,2532,115,2647,191,17,208,0,0,0,4216,168,4384,7.891207891207892e-05
Gujarat,2006,Educational Standard - Class X and above but below graduate,598,3,601,516,15,531,43,1,44,0,0,0,1157,19,1176,2.1168021168021168e-05
Gujarat,2006,Educational Standard - Graduate,196,2,198,159,4,163,13,0,13,0,0,0,368,6,374,6.732006732006732e-06
Gujarat,2006,Educational Standard - Post-Graduate,72,0,72,56,2,58,0,0,0,0,0,0,128,2,130,2.34000234000234e-06
Gujarat,2006,Educational Standard - Holding technical degree/diploma etc,0,0,0,18,2,20,1,0,1,0,0,0,19,2,21,3.78000378000378e-07
Gujarat,2007,Educational Standard - Illiterate,2381,144,2525,2289,179,2468,270,126,396,0,0,0,4940,449,5389,9.532586622892359e-05
Gujarat,2007,Educational Standard - Below Class X,1524,40,1564,2103,90,2193,303,45,348,0,0,0,3930,175,4105,7.261322710516447e-05
Gujarat,2007,Educational Standard - Class X and above but below graduate,815,7,822,963,27,990,104,4,108,0,0,0,1882,38,1920,3.396282485795756e-05
Gujarat,2007,Educational Standard - Graduate,107,2,109,199,1,200,28,0,28,0,0,0,334,3,337,5.961183321422759e-06
Gujarat,2007,Educational Standard - Post-Graduate,48,0,48,28,0,28,7,0,7,0,0,0,83,0,83,1.468184616255457e-06
Gujarat,2007,Educational Standard - Holding technical degree/diploma etc,1,0,1,7,0,7,0,0,0,0,0,0,8,0,8,1.4151177024148982e-07
Gujarat,2008,Educational Standard - Illiterate,2009,132,2141,2422,158,2580,82,30,112,0,0,0,4513,320,4833,8.403858158593479e-05
Gujarat,2008,Educational Standard - Below Class X,2051,60,2111,2668,89,2757,186,16,202,0,0,0,4905,165,5070,8.815965417767214e-05
Gujarat,2008,Educational Standard - Class X and above but below graduate,424,9,433,1072,36,1108,56,0,56,0,0,0,1552,45,1597,2.776942164136931e-05
Gujarat,2008,Educational Standard - Graduate,136,7,143,410,6,416,10,0,10,0,0,0,556,13,569,9.894051918559259e-06
Gujarat,2008,Educational Standard - Post-Graduate,57,0,57,69,2,71,0,0,0,0,0,0,126,2,128,2.2257269693771266e-06
Gujarat,2008,Educational Standard - Holding technical degree/diploma etc,42,0,42,39,0,39,1,0,1,0,0,0,82,0,82,1.425856339757222e-06
Gujarat,2009,Educational Standard - Illiterate,1863,123,1986,2944,214,3158,132,30,162,0,0,0,4939,367,5306,9.072225584838817e-05
Gujarat,2009,Educational Standard - Below Class X,1769,48,1817,2804,113,2917,103,25,128,0,0,0,4676,186,4862,8.313072143514197e-05
Gujarat,2009,Educational Standard - Class X and above but below graduate,415,7,422,711,13,724,19,1,20,0,0,0,1145,21,1166,1.9936326860011422e-05
Gujarat,2009,Educational Standard - Graduate,75,6,81,350,1,351,43,3,46,0,0,0,468,10,478,8.172868129575866e-06
Gujarat,2009,Educational Standard - Post-Graduate,39,0,39,46,0,46,0,0,0,0,0,0,85,0,85,1.4533342908241603e-06
Gujarat,2009,Educational Standard - Holding technical degree/diploma etc,35,0,35,10,0,10,0,0,0,0,0,0,45,0,45,7.694122716127907e-07
Gujarat,2010,Educational Standard - Illiterate,1272,128,1400,1987,148,2135,32,18,50,0,0,0,3291,294,3585,6.0289490457107014e-05
Gujarat,2010,Educational Standard - Below Class X,2201,59,2260,3207,149,3356,141,16,157,0,0,0,5549,224,5773,9.708541936091459e-05
Gujarat,2010,Educational Standard - Class X and above but below graduate,548,4,552,1024,46,1070,34,0,34,0,0,0,1606,50,1656,2.7849203960102988e-05
Gujarat,2010,Educational Standard - Graduate,102,0,102,283,8,291,3,0,3,0,0,0,388,8,396,6.659592251328975e-06
Gujarat,2010,Educational Standard - Post-Graduate,20,0,20,38,0,38,0,0,0,0,0,0,58,0,58,9.753948246895973e-07
Gujarat,2010,Educational Standard - Holding technical degree/diploma etc,40,0,40,20,0,20,0,0,0,0,0,0,60,0,60,1.0090291289892388e-06
Gujarat,2011,Educational Standard - Illiterate,1301,37,1338,1627,136,1763,58,24,82,0,0,0,2986,197,3183,5.2663798808735935e-05
Gujarat,2011,Educational Standard - Below Class X,2234,134,2368,3005,126,3131,227,19,246,0,0,0,5466,279,5745,9.505294506949041e-05
Gujarat,2011,Educational Standard - Class X and above but below graduate,595,4,599,1306,57,1363,61,3,64,0,0,0,1962,64,2026,3.352084712111185e-05
Gujarat,2011,Educational Standard - Graduate,157,0,157,332,9,341,8,0,8,0,0,0,497,9,506,8.371939113170085e-06
Gujarat,2011,Educational Standard - Post-Graduate,37,1,38,78,0,78,0,0,0,0,0,0,115,1,116,1.9192587690271345e-06
Gujarat,2011,Educational Standard - Holding technical degree/diploma etc,4,0,4,20,0,20,1,0,1,0,0,0,25,0,25,4.1363335539377897e-07
Haryana,2001,Educational Standard - Illiterate,1144,66,1210,2316,195,2511,0,0,0,30,0,30,3490,261,3751,0.00017739418302199103
Haryana,2001,Educational Standard - Below Class X,1088,19,1107,3365,99,3464,0,0,0,11,0,11,4464,118,4582,0.00021669425396074723
Haryana,2001,Educational Standard - Class X and above but below graduate,615,12,627,1580,17,1597,0,0,0,3,0,3,2198,29,2227,0.00010532040671553559
Haryana,2001,Educational Standard - Graduate,83,6,89,437,10,447,0,0,0,0,0,0,520,16,536,2.5348782218018445e-05
Haryana,2001,Educational Standard - Post-Graduate,25,5,30,140,1,141,0,0,0,0,0,0,165,6,171,8.087018207614092e-06
Haryana,2001,Educational Standard - Holding technical degree/diploma etc,29,0,29,51,1,52,0,0,0,0,0,0,80,1,81,3.830692835185623e-06
Haryana,2002,Educational Standard - Illiterate,1256,67,1323,2243,127,2370,0,0,0,8,0,8,3507,194,3701,0.0001716159068145565
Haryana,2002,Educational Standard - Below Class X,1412,38,1450,3210,144,3354,0,0,0,0,0,0,4622,182,4804,0.00022276217680008902
Haryana,2002,Educational Standard - Class X and above but below graduate,682,14,696,1617,40,1657,0,0,0,0,0,0,2299,54,2353,0.00010910895129279965
Haryana,2002,Educational Standard - Graduate,119,8,127,258,8,266,0,0,0,0,0,0,377,16,393,1.8223467003004784e-05
Haryana,2002,Educational Standard - Post-Graduate,15,3,18,32,1,33,0,0,0,0,0,0,47,4,51,2.3648773973364987e-06
Haryana,2002,Educational Standard - Holding technical degree/diploma etc,19,0,19,36,1,37,0,0,0,0,0,0,55,1,56,2.5967281225655675e-06
Haryana,2003,Educational Standard - Illiterate,1432,92,1524,2251,217,2468,0,0,0,101,0,101,3784,309,4093,0.00018616222903457624
Haryana,2003,Educational Standard - Below Class X,1707,54,1761,2994,96,3090,0,0,0,51,0,51,4752,150,4902,0.00022295803731431534
Haryana,2003,Educational Standard - Class X and above but below graduate,921,19,940,1661,23,1684,0,0,0,0,0,0,2582,42,2624,0.00011934759076147765
Haryana,2003,Educational Standard - Graduate,170,0,170,210,1,211,0,0,0,0,0,0,380,1,381,1.7329051859802968e-05
Haryana,2003,Educational Standard - Post-Graduate,29,2,31,32,0,32,0,0,0,0,0,0,61,2,63,2.865433772093404e-06
Haryana,2003,Educational Standard - Holding technical degree/diploma etc,17,0,17,19,0,19,0,0,0,0,0,0,36,0,36,1.6373907269105166e-06
Haryana,2004,Educational Standard - Illiterate,1214,96,1310,1912,172,2084,0,0,0,5,0,5,3131,268,3399,0.00015169502115429246
Haryana,2004,Educational Standard - Below Class X,1986,63,2049,3265,95,3360,0,0,0,5,0,5,5256,158,5414,0.00024162307870824928
Haryana,2004,Educational Standard - Class X and above but below graduate,981,28,1009,1594,37,1631,0,0,0,3,0,3,2578,65,2643,0.00011795526358069872
Haryana,2004,Educational Standard - Graduate,157,2,159,215,2,217,0,0,0,0,0,0,372,4,376,1.6780620168877304e-05
Haryana,2004,Educational Standard - Post-Graduate,28,1,29,47,0,47,0,0,0,0,0,0,75,1,76,3.391827480943285e-06
Haryana,2004,Educational Standard - Holding technical degree/diploma etc,45,0,45,57,0,57,0,0,0,0,0,0,102,0,102,4.552189513897567e-06
Haryana,2005,Educational Standard - Illiterate,1532,115,1647,3136,155,3291,0,0,0,17,1,18,4685,271,4956,0.0002171075111488825
Haryana,2005,Educational Standard - Below Class X,1874,58,1932,2846,130,2976,0,0,0,16,0,16,4736,188,4924,0.00021570568702524158
Haryana,2005,Educational Standard - Class X and above but below graduate,836,13,849,1107,32,1139,0,0,0,3,0,3,1946,45,1991,8.721974469278149e-05
Haryana,2005,Educational Standard - Graduate,293,1,294,208,9,217,0,0,0,0,0,0,501,10,511,2.2385378974390426e-05
Haryana,2005,Educational Standard - Post-Graduate,46,0,46,73,0,73,0,0,0,0,0,0,119,0,119,5.213033459789551e-06
Haryana,2005,Educational Standard - Holding technical degree/diploma etc,24,1,25,21,0,21,0,0,0,0,0,0,45,1,46,2.015122177733776e-06
Haryana,2006,Educational Standard - Illiterate,1285,144,1429,2429,211,2640,0,0,0,6,0,6,3720,355,4075,0.00017528389538885066
Haryana,2006,Educational Standard - Below Class X,2229,41,2270,3192,83,3275,0,0,0,4,0,4,5425,124,5549,0.00023868719889883
Haryana,2006,Educational Standard - Class X and above but below graduate,1058,10,1068,1206,30,1236,0,0,0,3,0,3,2267,40,2307,9.923434273916035e-05
Haryana,2006,Educational Standard - Graduate,127,3,130,362,6,368,0,0,0,0,0,0,489,9,498,2.1421197522367515e-05
Haryana,2006,Educational Standard - Post-Graduate,53,2,55,84,3,87,0,0,0,0,0,0,137,5,142,6.108052305574673e-06
Haryana,2006,Educational Standard - Holding technical degree/diploma etc,36,0,36,80,0,80,0,0,0,0,0,0,116,0,116,4.9896765313145215e-06
Haryana,2007,Educational Standard - Illiterate,1326,147,1473,2098,152,2250,0,0,0,0,0,0,3424,299,3723,0.00015729700954006574
Haryana,2007,Educational Standard - Below Class X,2118,34,2152,2969,100,3069,0,0,0,0,0,0,5087,134,5221,0.00022058761396956305
Haryana,2007,Educational Standard - Class X and above but below graduate,1065,14,1079,2112,95,2207,0,0,0,0,0,0,3177,109,3286,0.00013883372907565298
Haryana,2007,Educational Standard - Graduate,172,3,175,394,11,405,0,0,0,0,0,0,566,14,580,2.4505040433316715e-05
Haryana,2007,Educational Standard - Post-Graduate,55,3,58,100,2,102,0,0,0,0,0,0,155,5,160,6.760011154018404e-06
Haryana,2007,Educational Standard - Holding technical degree/diploma etc,39,0,39,84,0,84,0,0,0,0,0,0,123,0,123,5.1967585746516485e-06
Haryana,2008,Educational Standard - Illiterate,1665,153,1818,2063,175,2238,0,0,0,0,0,0,3728,328,4056,0.00016837420918918022
Haryana,2008,Educational Standard - Below Class X,1891,54,1945,3560,123,3683,0,0,0,0,0,0,5451,177,5628,0.00023363166896368497
Haryana,2008,Educational Standard - Class X and above but below graduate,1320,36,1356,1966,85,2051,0,0,0,0,0,0,3286,121,3407,0.00014143267522375173
Haryana,2008,Educational Standard - Graduate,181,7,188,476,14,490,0,0,0,0,0,0,657,21,678,2.8145392956179534e-05
Haryana,2008,Educational Standard - Post-Graduate,48,5,53,111,5,116,0,0,0,0,0,0,159,10,169,7.015592049549175e-06
Haryana,2008,Educational Standard - Holding technical degree/diploma etc,27,0,27,84,0,84,0,0,0,0,0,0,111,0,111,4.6078740680470916e-06
Haryana,2009,Educational Standard - Illiterate,1655,86,1741,2155,106,2261,0,0,0,0,0,0,3810,192,4002,0.00016328162612506018
Haryana,2009,Educational Standard - Below Class X,2248,87,2335,2943,149,3092,0,0,0,4,0,4,5195,236,5431,0.00022158483545357368
Haryana,2009,Educational Standard - Class X and above but below graduate,1311,85,1396,2069,72,2141,0,0,0,0,0,0,3380,157,3537,0.0001443096230895397
Haryana,2009,Educational Standard - Graduate,233,4,237,341,20,361,0,0,0,0,0,0,574,24,598,2.4398403903744624e-05
Haryana,2009,Educational Standard - Post-Graduate,56,2,58,118,6,124,0,0,0,0,0,0,174,8,182,7.42560118809619e-06
Haryana,2009,Educational Standard - Holding technical degree/diploma etc,25,0,25,61,1,62,0,0,0,0,0,0,86,1,87,3.5496005679360907e-06
Haryana,2010,Educational Standard - Illiterate,1600,92,1692,1914,112,2026,0,0,0,0,0,0,3514,204,3718,0.0001491351923755736
Haryana,2010,Educational Standard - Below Class X,2504,90,2594,3217,120,3337,0,0,0,0,0,0,5721,210,5931,0.00023790232005904439
Haryana,2010,Educational Standard - Class X and above but below graduate,1466,53,1519,1952,97,2049,0,0,0,0,0,0,3418,150,3568,0.0001431184417418092
Haryana,2010,Educational Standard - Graduate,282,8,290,398,19,417,0,0,0,0,0,0,680,27,707,2.8358951320476206e-05
Haryana,2010,Educational Standard - Post-Graduate,75,2,77,109,2,111,0,0,0,0,0,0,184,4,188,7.540994127651382e-06
Haryana,2010,Educational Standard - Holding technical degree/diploma etc,39,0,39,68,0,68,0,0,0,0,0,0,107,0,107,4.291948785418605e-06
Haryana,2011,Educational Standard - Illiterate,1713,158,1871,2152,192,2344,0,0,0,0,0,0,3865,350,4215,0.00016626563054711845
Haryana,2011,Educational Standard - Below Class X,2597,47,2644,3192,125,3317,0,0,0,1,0,1,5790,172,5962,0.0002351780994832551
Haryana,2011,Educational Standard - Class X and above but below graduate,1533,66,1599,2145,51,2196,0,0,0,0,0,0,3678,117,3795,0.0001496982367559465
Haryana,2011,Educational Standard - Graduate,294,10,304,449,12,461,0,0,0,0,0,0,743,22,765,3.01763244053489e-05
Haryana,2011,Educational Standard - Post-Graduate,70,4,74,105,4,109,0,0,0,0,0,0,175,8,183,7.218650151867776e-06
Haryana,2011,Educational Standard - Holding technical degree/diploma etc,37,0,37,75,1,76,0,0,0,0,0,0,112,1,113,4.457417853339119e-06
Himachal Pradesh,2001,Educational Standard - Illiterate,184,7,191,198,9,207,0,0,0,0,0,0,382,16,398,6.54820664692333e-05
Himachal Pradesh,2001,Educational Standard - Below Class X,80,2,82,120,4,124,0,0,0,0,0,0,200,6,206,3.38927278710102e-05
Himachal Pradesh,2001,Educational Standard - Class X and above but below graduate,68,1,69,125,1,126,0,0,0,0,0,0,193,2,195,3.2082922013820336e-05
Himachal Pradesh,2001,Educational Standard - Graduate,46,1,47,50,1,51,0,0,0,0,0,0,96,2,98,1.6123724909509706e-05
Himachal Pradesh,2001,Educational Standard - Post-Graduate,6,0,6,4,0,4,0,0,0,0,0,0,10,0,10,1.6452780519907863e-06
Himachal Pradesh,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Himachal Pradesh,2002,Educational Standard - Illiterate,86,4,90,94,9,103,0,0,0,0,0,0,180,13,193,3.134796238244514e-05
Himachal Pradesh,2002,Educational Standard - Below Class X,244,3,247,194,8,202,0,0,0,0,0,0,438,11,449,7.292867932496305e-05
Himachal Pradesh,2002,Educational Standard - Class X and above but below graduate,67,0,67,149,1,150,0,0,0,0,0,0,216,1,217,3.5246154595806196e-05
Himachal Pradesh,2002,Educational Standard - Graduate,9,0,9,19,2,21,0,0,0,0,0,0,28,2,30,4.872740266701317e-06
Himachal Pradesh,2002,Educational Standard - Post-Graduate,5,0,5,1,0,1,0,0,0,0,0,0,6,0,6,9.745480533402634e-07
Himachal Pradesh,2002,Educational Standard - Holding technical degree/diploma etc,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,3.2484935111342113e-07
Himachal Pradesh,2003,Educational Standard - Illiterate,40,3,43,84,6,90,0,0,0,0,0,0,124,9,133,2.132982647464477e-05
Himachal Pradesh,2003,Educational Standard - Below Class X,340,8,348,298,9,307,0,0,0,0,0,0,638,17,655,0.0001050453860217468
Himachal Pradesh,2003,Educational Standard - Class X and above but below graduate,68,1,69,87,4,91,0,0,0,0,0,0,155,5,160,2.5659941623632805e-05
Himachal Pradesh,2003,Educational Standard - Graduate,8,0,8,11,0,11,0,0,0,0,0,0,19,0,19,3.0471180678063957e-06
Himachal Pradesh,2003,Educational Standard - Post-Graduate,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4.811239054431152e-07
Himachal Pradesh,2003,Educational Standard - Holding technical degree/diploma etc,5,0,5,3,0,3,0,0,0,0,0,0,8,0,8,1.2829970811816402e-06
Himachal Pradesh,2004,Educational Standard - Illiterate,43,2,45,80,10,90,0,0,0,0,0,0,123,12,135,2.13807193424241e-05
Himachal Pradesh,2004,Educational Standard - Below Class X,258,11,269,250,7,257,0,0,0,0,0,0,508,18,526,8.33056175860376e-05
Himachal Pradesh,2004,Educational Standard - Class X and above but below graduate,227,4,231,121,2,123,0,0,0,0,0,0,348,6,354,5.606499738680097e-05
Himachal Pradesh,2004,Educational Standard - Graduate,7,0,7,16,0,16,0,0,0,0,0,0,23,0,23,3.642641073153735e-06
Himachal Pradesh,2004,Educational Standard - Post-Graduate,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,7.918784941638555e-07
Himachal Pradesh,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1.583756988327711e-07
Himachal Pradesh,2005,Educational Standard - Illiterate,108,7,115,148,9,157,0,0,0,0,0,0,256,16,272,4.254786634964335e-05
Himachal Pradesh,2005,Educational Standard - Below Class X,316,7,323,221,2,223,0,0,0,0,0,0,537,9,546,8.540858465773995e-05
Himachal Pradesh,2005,Educational Standard - Class X and above but below graduate,156,4,160,119,5,124,0,0,0,0,0,0,275,9,284,4.442497810036291e-05
Himachal Pradesh,2005,Educational Standard - Graduate,26,0,26,32,0,32,0,0,0,0,0,0,58,0,58,9.072706795144537e-06
Himachal Pradesh,2005,Educational Standard - Post-Graduate,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,1.2514078338130397e-06
Himachal Pradesh,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Himachal Pradesh,2006,Educational Standard - Illiterate,92,9,101,144,14,158,0,0,0,0,0,0,236,23,259,4.002163331530557e-05
Himachal Pradesh,2006,Educational Standard - Below Class X,332,15,347,209,5,214,0,0,0,0,0,0,541,20,561,8.668778490303638e-05
Himachal Pradesh,2006,Educational Standard - Class X and above but below graduate,290,0,290,178,2,180,0,0,0,0,0,0,468,2,470,7.262612995441552e-05
Himachal Pradesh,2006,Educational Standard - Graduate,20,0,20,13,0,13,0,0,0,0,0,0,33,0,33,5.099281464884494e-06
Himachal Pradesh,2006,Educational Standard - Post-Graduate,6,0,6,5,0,5,0,0,0,0,0,0,11,0,11,1.6997604882948312e-06
Himachal Pradesh,2006,Educational Standard - Holding technical degree/diploma etc,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,3.0904736150815115e-07
Himachal Pradesh,2007,Educational Standard - Illiterate,80,18,98,85,11,96,0,0,0,0,0,0,165,29,194,2.9617416262098868e-05
Himachal Pradesh,2007,Educational Standard - Below Class X,420,7,427,239,9,248,0,0,0,0,0,0,659,16,675,0.00010305028854080792
Himachal Pradesh,2007,Educational Standard - Class X and above but below graduate,313,12,325,205,4,209,0,0,0,0,0,0,518,16,534,8.152422826783915e-05
Himachal Pradesh,2007,Educational Standard - Graduate,22,0,22,7,0,7,0,0,0,0,0,0,29,0,29,4.427345729901377e-06
Himachal Pradesh,2007,Educational Standard - Post-Graduate,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4.5800128240359075e-07
Himachal Pradesh,2007,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Himachal Pradesh,2008,Educational Standard - Illiterate,207,19,226,136,10,146,0,0,0,0,0,0,343,29,372,5.611790794852841e-05
Himachal Pradesh,2008,Educational Standard - Below Class X,205,11,216,215,7,222,0,0,0,0,0,0,420,18,438,6.607431097165442e-05
Himachal Pradesh,2008,Educational Standard - Class X and above but below graduate,392,2,394,164,5,169,0,0,0,0,0,0,556,7,563,8.493113487909005e-05
Himachal Pradesh,2008,Educational Standard - Graduate,42,0,42,28,4,32,0,0,0,0,0,0,70,4,74,1.1163239753201888e-05
Himachal Pradesh,2008,Educational Standard - Post-Graduate,7,0,7,4,0,4,0,0,0,0,0,0,11,0,11,1.6594005038543348e-06
Himachal Pradesh,2008,Educational Standard - Holding technical degree/diploma etc,5,0,5,5,0,5,0,0,0,0,0,0,10,0,10,1.5085459125948498e-06
Himachal Pradesh,2009,Educational Standard - Illiterate,172,20,192,128,7,135,0,0,0,0,0,0,300,27,327,4.875067088079194e-05
Himachal Pradesh,2009,Educational Standard - Below Class X,384,11,395,348,7,355,0,0,0,0,0,0,732,18,750,0.00011181346532291729
Himachal Pradesh,2009,Educational Standard - Class X and above but below graduate,218,3,221,204,3,207,0,0,0,0,0,0,422,6,428,6.380821754427813e-05
Himachal Pradesh,2009,Educational Standard - Graduate,27,1,28,14,0,14,0,0,0,0,0,0,41,1,42,6.261554058083368e-06
Himachal Pradesh,2009,Educational Standard - Post-Graduate,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,5.963384817222256e-07
Himachal Pradesh,2009,Educational Standard - Holding technical degree/diploma etc,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3,4.4725386129166914e-07
Himachal Pradesh,2010,Educational Standard - Illiterate,181,27,208,84,11,95,0,0,0,0,0,0,265,38,303,4.46487776844525e-05
Himachal Pradesh,2010,Educational Standard - Below Class X,452,0,452,236,9,245,0,0,0,0,0,0,688,9,697,0.00010270692424443363
Himachal Pradesh,2010,Educational Standard - Class X and above but below graduate,262,0,262,260,3,263,0,0,0,0,0,0,522,3,525,7.736174351266522e-05
Himachal Pradesh,2010,Educational Standard - Graduate,33,0,33,17,0,17,0,0,0,0,0,0,50,0,50,7.367785096444307e-06
Himachal Pradesh,2010,Educational Standard - Post-Graduate,5,0,5,2,0,2,0,0,0,0,0,0,7,0,7,1.031489913502203e-06
